291.0	31647.4265819
290.9	30228.3355227
290.8	29703.9077473
290.7	31569.9888082
290.6	31672.430275
290.5	30481.5521765
290.4	32197.6363279
290.3	30816.7783692
290.2	31130.5042129
290.1	31933.8749876
290.0	31304.5578855
289.9	31837.2967896
289.8	30405.9064173
289.7	32502.2824689
289.6	31954.938422
289.5	31377.2830565
289.4	31835.5570067
289.3	34755.559588
289.2	34751.3010371
289.1	33923.3461895
289.0	33390.1507602
288.9	34193.8435221
288.8	37381.5954397
288.7	35642.5346394
288.6	37286.1556909
288.5	38299.2766876
288.4	38331.2845464
288.3	38901.9009861
288.2	41452.711059
288.1	44198.9437714
288.0	45960.7463015
287.9	47710.5880485
287.8	52628.3746583
287.7	56104.9535148
287.6	63435.5679612
287.5	76560.3842431
287.4	89244.3402824
287.3	101034.314876
287.2	107222.708556
287.1	105296.63328
287.0	97854.5021446
286.9	79434.8667497
286.8	64510.4559832
286.7	51625.7012409
286.6	42980.7562297
286.5	40559.1920863
286.4	42587.0003691
286.3	46336.3779141
286.2	51912.5694335
286.1	60362.7751015
286.0	75479.948032
285.9	96051.0376968
285.8	116946.851757
285.7	141430.79107
285.6	157420.235305
285.5	159809.954126
285.4	147194.828363
285.3	122079.196926
285.2	96636.7437479
285.1	71010.5937595
285.0	54062.6033516
284.9	43573.1787806
284.8	35785.4480133
284.7	32188.2354887
284.6	32009.1677632
284.5	30490.1960694
284.4	28662.7593
284.3	27867.7233601
284.2	27328.0063475
284.1	29059.965299
284.0	28785.3107674
283.9	28037.8191441
283.8	29328.1110668
283.7	26598.0935759
283.6	28704.8941078
283.5	28691.8429351
283.4	27911.4973126
283.3	29114.1743901
283.2	28015.6110976
283.1	28881.1214957
283.0	26902.7741946
282.9	28036.8197265
282.8	28507.2644162
282.7	28068.6936361
282.6	29121.8924761
282.5	28064.897521
282.4	29163.0864986
282.3	28331.1534073
282.2	26277.7732947
282.1	27544.3830371
282.0	27177.4869034
