# Torricelli ver3.3.359
"Type";"Name";"Symbol";"Color";"Component";"Slice nb";"Pc";"Fc";"Pc_err";"Fc_err";"Sr";"Sr_err";"|Si|";"Psi";"Q";"Q_err";"Delta";"Sigma";"deltaEn";"Note";"Path"
"Point";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-8";"s";"(85, 0, 255)";"C[C3] CPSeV";2;0.27554;0.88558;0.00257;0.02704;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13317;0.49543;"";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-8";"s";"(0, 170, 0)";"C[CNH] CPSeV";2;0.25199;0.88623;0.01502;0.16214;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13317;0.49543;"";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-8"
"Group";"2N-DBTPTP_Cu111_1stPrep_1.8A_69357-69435/69405_C1s-XSW-Model-8";"+";"(0, 0, 0)";"";"";0.229365874621;0.751408006985;"";"";"";"";"";"";"";"";"";"";"";"";""
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(85, 0, 255)";"1 CPSeV";0;0.28149;0.90838;0.00187;0.0195;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(255, 0, 255)";"C4 CPSeV";0;0.01939;0.74159;0.02403;0.07262;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(255, 0, 0)";"C5 CPSeV";0;0.30677;0.38759;0.04326;0.16409;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(128, 128, 128)";"C[C2H] CPSeV";0;0.22914;0.87722;0.01012;0.09278;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(85, 0, 255)";"C[C3] CPSeV";0;0.29804;1.04127;0.00238;0.02994;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(0, 170, 0)";"C[CNH] CPSeV";0;0.28388;0.86093;0.0148;0.14116;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(85, 0, 255)";"1 CPSeV";1;0.26848;0.95814;0.00165;0.01837;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(255, 0, 255)";"C4 CPSeV";1;0.04994;0.83656;0.02401;0.09099;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(255, 0, 0)";"C5 CPSeV";1;0.29046;0.78382;0.02028;0.17732;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(128, 128, 128)";"C[C2H] CPSeV";1;0.20942;1.03939;0.00822;0.0876;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(85, 0, 255)";"C[C3] CPSeV";1;0.29008;1.07312;0.0016;0.0226;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(0, 170, 0)";"C[CNH] CPSeV";1;0.24212;0.94088;0.01998;0.20875;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(85, 0, 255)";"1 CPSeV";2;0.2541;0.85214;0.00146;0.01394;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(255, 0, 255)";"C4 CPSeV";2;0.04454;1.05578;0.01545;0.06883;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(255, 0, 0)";"C5 CPSeV";2;0.22611;0.57169;0.02315;0.12295;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(128, 128, 128)";"C[C2H] CPSeV";2;0.21038;1.01606;0.00562;0.06262;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(85, 0, 255)";"C[C3] CPSeV";2;0.28206;0.8935;0.00195;0.02265;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(0, 170, 0)";"C[CNH] CPSeV";2;0.24536;0.8406;0.01572;0.14727;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Group";"2N-DBTPTP_Cu111_1stPrep_1.8A_69357-69435/69407_C1s-XSW-Model-8";"+";"(0, 0, 0)";"";"";0.23537985639;0.724668920017;"";"";"";"";"";"";"";"";"";"";"";"";""
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(85, 0, 255)";"1 CPSeV";0;0.2859;0.88001;0.0019;0.01874;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(255, 0, 255)";"C4 CPSeV";0;0.01718;0.75774;0.02431;0.06631;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(255, 0, 0)";"C5 CPSeV";0;0.36832;0.25586;0.08339;0.16588;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(128, 128, 128)";"C[C2H] CPSeV";0;0.2309;0.99672;0.00671;0.07123;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(85, 0, 255)";"C[C3] CPSeV";0;0.30187;0.94683;0.0026;0.02946;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(0, 170, 0)";"C[CNH] CPSeV";0;0.28632;1.11709;0.01427;0.19527;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(85, 0, 255)";"1 CPSeV";1;0.27242;0.9172;0.00147;0.01552;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(255, 0, 255)";"C4 CPSeV";1;0.01962;0.86475;0.0224;0.08195;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(255, 0, 0)";"C5 CPSeV";1;0.2689;0.85447;0.01653;0.16643;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(128, 128, 128)";"C[C2H] CPSeV";1;0.22134;1.02632;0.0077;0.08304;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(85, 0, 255)";"C[C3] CPSeV";1;0.29464;1.03465;0.00204;0.02849;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(0, 170, 0)";"C[CNH] CPSeV";1;0.2666;0.64333;0.02144;0.15669;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(85, 0, 255)";"1 CPSeV";2;0.26148;0.82129;0.00187;0.01679;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(255, 0, 255)";"C4 CPSeV";2;0.03767;0.87358;0.02824;0.09895;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(255, 0, 0)";"C5 CPSeV";2;0.27513;0.4401;0.02737;0.12997;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(128, 128, 128)";"C[C2H] CPSeV";2;0.18192;0.94496;0.00981;0.07882;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(85, 0, 255)";"C[C3] CPSeV";2;0.28951;0.88256;0.00249;0.02884;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8";"s";"(0, 170, 0)";"C[CNH] CPSeV";2;0.2638;1.2106;0.01277;0.20271;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.17748;0.48147;"";"C:\Users\anonymous\randomData\69407_C1s-XSW-Model-8"
"Group";"2N-DBTPTP_Cu111_1stPrep_1.8A_69357-69435/69409_C1s-XSW-Model-8";"+";"(0, 0, 0)";"";"";0.236958402102;0.608163853835;"";"";"";"";"";"";"";"";"";"";"";"";""
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(85, 0, 255)";"1 CPSeV";0;0.29816;0.73039;0.00317;0.02548;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(255, 0, 255)";"C4 CPSeV";0;0.04891;0.64225;0.0287;0.0835;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(255, 0, 0)";"C5 CPSeV";0;0.35988;0.30725;0.06968;0.18965;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(128, 128, 128)";"C[C2H] CPSeV";0;0.23312;0.57464;0.0148;0.08705;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(85, 0, 255)";"C[C3] CPSeV";0;0.31255;0.84281;0.0036;0.03616;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(0, 170, 0)";"C[CNH] CPSeV";0;0.277;0.86554;0.02018;0.19747;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(85, 0, 255)";"1 CPSeV";1;0.27944;0.76862;0.00295;0.02575;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(255, 0, 255)";"C4 CPSeV";1;0.03662;0.84477;0.02146;0.07391;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(255, 0, 0)";"C5 CPSeV";1;0.23648;0.69546;0.023;0.15834;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(128, 128, 128)";"C[C2H] CPSeV";1;0.22435;0.76938;0.00786;0.05889;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(85, 0, 255)";"C[C3] CPSeV";1;0.29947;0.85829;0.00373;0.03961;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(0, 170, 0)";"C[CNH] CPSeV";1;0.29728;0.69309;0.02808;0.2217;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(85, 0, 255)";"1 CPSeV";2;0.26901;0.67805;0.00331;0.0246;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(255, 0, 255)";"C4 CPSeV";2;0.04098;0.74838;0.02407;0.0717;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(255, 0, 0)";"C5 CPSeV";2;0.24901;0.70547;0.01893;0.14792;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(128, 128, 128)";"C[C2H] CPSeV";2;0.20054;0.84423;0.01076;0.0885;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(85, 0, 255)";"C[C3] CPSeV";2;0.29721;0.74269;0.00444;0.04251;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8";"s";"(0, 170, 0)";"C[CNH] CPSeV";2;0.24517;0.61533;0.02689;0.16785;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13486;0.49222;"";"C:\Users\anonymous\randomData\69409_C1s-XSW-Model-8"
"Group";"69403_C1s-XSW-Model-3/singleSlices";"+";"(0, 0, 0)";"";"";0.242173726278;0.800268112581;"";"";"";"";"";"";"";"";"";"";"";"";""
"Point";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices";"s";"(85, 0, 255)";"1 CPSeV";0;0.27273;0.94817;0.00146;0.01617;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13317;0.49543;"";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices"
"Point";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices";"s";"(128, 128, 128)";"C[C2H] CPSeV";0;0.13118;0.49833;0.01476;0.04388;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13317;0.49543;"";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices"
"Point";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices";"s";"(0, 170, 0)";"C[C2N] CPSeV";0;0.29913;0.9831;0.00873;0.10036;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13317;0.49543;"";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices"
"Point";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices";"s";"(85, 0, 255)";"C[C3] CPSeV";0;0.27788;1.0203;0.00135;0.01761;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13317;0.49543;"";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices"
"Point";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices";"s";"(85, 0, 255)";"1 CPSeV";1;0.26076;0.95571;0.00213;0.02317;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13317;0.49543;"";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices"
"Point";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices";"s";"(128, 128, 128)";"C[C2H] CPSeV";1;0.1356;0.62439;0.01459;0.05613;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13317;0.49543;"";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices"
"Point";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices";"s";"(0, 170, 0)";"C[C2N] CPSeV";1;0.25048;0.6245;0.01092;0.06817;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13317;0.49543;"";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices"
"Point";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices";"s";"(85, 0, 255)";"C[C3] CPSeV";1;0.26932;1.06015;0.00158;0.02112;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13317;0.49543;"";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices"
"Point";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices";"s";"(85, 0, 255)";"1 CPSeV";2;0.24846;0.87651;0.00181;0.01761;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13317;0.49543;"";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices"
"Point";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices";"s";"(128, 128, 128)";"C[C2H] CPSeV";2;0.13466;0.83633;0.01183;0.06639;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13317;0.49543;"";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices"
"Point";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices";"s";"(0, 170, 0)";"C[C2N] CPSeV";2;0.24654;0.81916;0.00862;0.07893;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13317;0.49543;"";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices"
"Point";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices";"s";"(85, 0, 255)";"C[C3] CPSeV";2;0.25894;0.92557;0.00135;0.01612;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13317;0.49543;"";"C:\Users\anonymous\randomData\69403_C1s-XSW-Model-3\singleSlices"
"Group";"69405_C1s_XSW_Model-8-fixed-satellite";"+";"(0, 0, 0)";"";"";0.232290605952;0.783225318322;"";"";"";"";"";"";"";"";"";"";"";"";""
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(0, 170, 0)";"C[CNH] CPSeV";2;0.20393;0.75069;0.01639;0.12034;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(85, 0, 255)";"C[C3] CPSeV";2;0.2835;0.90164;0.00227;0.02596;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(128, 128, 128)";"C[C2H] CPSeV";2;0.21356;1.0665;0.00613;0.07266;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(255, 0, 0)";"C5 CPSeV";2;0.2835;0.90164;0.00227;0.02596;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(255, 0, 255)";"C4 CPSeV";2;0.04497;1.02952;0.01407;0.06215;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(85, 0, 255)";"1 CPSeV";2;0.25426;0.84936;0.00145;0.01383;1.0;"";1.0;0.0;0.14036;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(0, 170, 0)";"C[CNH] CPSeV";1;0.22247;0.65213;0.01293;0.08705;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(85, 0, 255)";"C[C3] CPSeV";1;0.29048;1.08728;0.00159;0.02299;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(128, 128, 128)";"C[C2H] CPSeV";1;0.21382;1.04148;0.00858;0.09689;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(255, 0, 0)";"C5 CPSeV";1;0.29048;1.08728;0.00159;0.02299;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(255, 0, 255)";"C4 CPSeV";1;0.04958;0.84097;0.02736;0.09784;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(85, 0, 255)";"1 CPSeV";1;0.26838;0.96131;0.00164;0.01842;1.0;"";1.0;0.0;0.10125;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(0, 170, 0)";"C[CNH] CPSeV";0;0.25631;0.39787;0.03183;0.12348;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(85, 0, 255)";"C[C3] CPSeV";0;0.29726;1.1079;0.00198;0.02829;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(128, 128, 128)";"C[C2H] CPSeV";0;0.22407;0.77719;0.01069;0.08716;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
"Point";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8";"s";"(255, 0, 0)";"C5 CPSeV";0;0.29726;1.1079;0.00198;0.02829;1.0;"";1.0;0.0;0.06096;0.0;-0.1989;0.13017;0.49424;"";"C:\Users\anonymous\randomData\69405_C1s-XSW-Model-8"
