291.0	18961.4757623
290.9	17997.233036
290.8	18408.9250324
290.7	19451.6671022
290.6	19616.4068372
290.5	18708.3018762
290.4	19430.5013919
290.3	17874.4448249
290.2	19144.4831983
290.1	19377.6240201
290.0	18875.8072214
289.9	19799.5484076
289.8	19099.6121747
289.7	19668.1382033
289.6	20819.2685061
289.5	20548.2213203
289.4	21029.3167562
289.3	21237.1439416
289.2	21902.9569073
289.1	23570.172501
289.0	24124.9414353
288.9	24986.5913115
288.8	25114.0377672
288.7	25836.0597386
288.6	26280.5385549
288.5	28629.7462167
288.4	30883.5240197
288.3	30560.2410041
288.2	33531.092021
288.1	36246.4281857
288.0	39938.2845152
287.9	43712.9387088
287.8	50316.5600846
287.7	61001.4743799
287.6	77714.0840495
287.5	103392.645381
287.4	136374.717954
287.3	173219.095308
287.2	202516.530327
287.1	202809.681975
287.0	174517.807365
286.9	126712.227052
286.8	80408.9536764
286.7	53563.9672837
286.6	39742.1760468
286.5	34668.6585917
286.4	39055.0253591
286.3	46022.3788812
286.2	61350.4479637
286.1	86431.7470238
286.0	121438.837278
285.9	167614.808027
285.8	220620.408975
285.7	266081.621431
285.6	284881.531698
285.5	284905.60182
285.4	242114.55929
285.3	187307.097926
285.2	126168.249396
285.1	82732.7292247
285.0	51623.4323144
284.9	33856.6771412
284.8	25148.0285386
284.7	20052.6195854
284.6	16789.1272472
284.5	15656.6002121
284.4	14173.657516
284.3	12594.8355255
284.2	13019.1845965
284.1	13198.233235
284.0	12111.8574667
283.9	12473.278862
283.8	12105.0537062
283.7	11888.5589409
283.6	11850.7546602
283.5	11693.1713262
283.4	11037.0481696
283.3	11612.3867422
283.2	11349.2157571
283.1	11298.7042829
283.0	11397.1101976
282.9	11344.454314
282.8	12861.6155128
282.7	11896.3438272
282.6	11260.3862315
282.5	11362.2168621
282.4	11641.698043
282.3	11996.3983395
282.2	10766.2016191
282.1	11510.0937777
282.0	11921.6766487
