291.0	17718.9520817
290.9	17832.5089283
290.8	17606.9226151
290.7	17959.5738869
290.6	18358.0735426
290.5	17226.8526306
290.4	17368.8719845
290.3	17087.8505964
290.2	17541.2963088
290.1	18035.4427186
290.0	18357.1052457
289.9	18742.9385576
289.8	19261.7068821
289.7	19807.2483644
289.6	20409.3447123
289.5	20323.3733578
289.4	20402.0776181
289.3	20023.478968
289.2	20871.8433802
289.1	21749.1861885
289.0	22531.1135168
288.9	24460.7518537
288.8	25797.9748886
288.7	25709.0508184
288.6	25975.8187332
288.5	28319.2732191
288.4	30590.7146192
288.3	30891.0224695
288.2	33831.3421116
288.1	36395.0271912
288.0	39348.4204158
287.9	43510.5484409
287.8	51001.224214
287.7	61581.4914552
287.6	78081.7409935
287.5	102394.307955
287.4	140407.599677
287.3	179786.234229
287.2	203403.013241
287.1	204512.882156
287.0	168342.924011
286.9	112959.062363
286.8	69250.0220318
286.7	46919.0444794
286.6	36449.8694963
286.5	34390.3713408
286.4	35104.2284655
286.3	38698.0790656
286.2	51387.0142629
286.1	71094.5349141
286.0	102698.237576
285.9	137641.104696
285.8	179248.489815
285.7	216409.978405
285.6	229080.616817
285.5	219375.172738
285.4	181673.357202
285.3	135491.723138
285.2	92202.1716042
285.1	56485.3416634
285.0	36516.6034431
284.9	26191.2282188
284.8	20777.6413803
284.7	16018.7742615
284.6	14458.5581576
284.5	13525.969751
284.4	12253.2685103
284.3	12194.2499284
284.2	12261.3382733
284.1	12946.0140971
284.0	12007.6688838
283.9	11461.1883316
283.8	11563.0850362
283.7	11366.2864175
283.6	11536.6287187
283.5	11701.7717624
283.4	11551.1180384
283.3	10514.1506178
283.2	10092.4006833
283.1	10274.8176379
283.0	10511.3327165
282.9	10701.1911144
282.8	11884.0584755
282.7	10571.7270718
282.6	10963.5568409
282.5	12143.4602394
282.4	11085.8689113
282.3	10794.0394978
282.2	10249.6361661
282.1	11308.71643
282.0	10509.7593579
