291.0	27326.9223295
290.9	27292.7695011
290.8	27856.5725675
290.7	27098.344646
290.6	27436.4997778
290.5	27849.8168588
290.4	26533.0480251
290.3	26414.3919065
290.2	27593.6456757
290.1	27921.2466102
290.0	28443.8219309
289.9	28022.4186269
289.8	29532.0596342
289.7	30345.809855
289.6	27914.0436211
289.5	29226.9568367
289.4	31008.9840469
289.3	31037.0629931
289.2	30900.5586844
289.1	32669.0866673
289.0	32119.8075757
288.9	32879.6015647
288.8	33243.4499812
288.7	33550.8327422
288.6	34492.1206864
288.5	36064.340356
288.4	37569.6113362
288.3	39718.640234
288.2	43928.560326
288.1	44543.3504755
288.0	47827.1151414
287.9	52091.6365118
287.8	56585.1746182
287.7	65101.5458369
287.6	82360.526623
287.5	101829.23485
287.4	130374.367375
287.3	159882.912611
287.2	180928.3538
287.1	184899.986027
287.0	157680.690916
286.9	116546.267308
286.8	82492.0731082
286.7	61434.6157694
286.6	49555.1530049
286.5	47591.6477821
286.4	49919.9543862
286.3	60360.2571273
286.2	77725.3430027
286.1	104827.691134
286.0	143617.697986
285.9	192087.546628
285.8	251699.966584
285.7	292183.149814
285.6	323205.976672
285.5	315253.617538
285.4	275097.428298
285.3	211077.698804
285.2	145835.132301
285.1	95764.3642262
285.0	61471.5641401
284.9	42565.2662309
284.8	36782.7265346
284.7	30777.4981645
284.6	26755.7210393
284.5	25113.1863278
284.4	23834.3483393
284.3	24675.232473
284.2	23154.5827522
284.1	22473.3370519
284.0	22866.5898468
283.9	22620.9717102
283.8	22366.280935
283.7	21958.1758425
283.6	24126.7131245
283.5	22458.5081651
283.4	22345.9033915
283.3	23798.7911583
283.2	23352.0484116
283.1	22519.5701169
283.0	21139.0881934
282.9	20669.9354458
282.8	21884.5945635
282.7	21318.4354593
282.6	21410.9431574
282.5	21962.3476712
282.4	21733.8549824
282.3	22240.5676641
282.2	21650.6827623
282.1	21879.6266887
282.0	21848.5957437
